,Entidad,Nit Entidad,Departamento Entidad,Ciudad Entidad,OrdenEntidad,Entidad Centralizada,ID del Proceso,Referencia del Proceso,PCI,ID del Portafolio,Nombre del Procedimiento,Descripción del Procedimiento,Fase,Fecha de Publicacion del Proceso,Fecha de Ultima Publicación,Fecha de Publicacion (Fase Planeacion Precalificacion),Fecha de Publicacion (Fase Seleccion Precalificacion),Fecha de Publicacion (Manifestacion de Interes),Fecha de Publicacion (Fase Borrador),Fecha de Publicacion (Fase Seleccion),Precio Base,Modalidad de Contratacion,Justificación Modalidad de Contratación,Duracion,Unidad de Duracion,Fecha de Recepcion de Respuestas,Fecha de Apertura de Respuesta,Fecha de Apertura Efectiva,Ciudad de la Unidad de Contratación,Nombre de la Unidad de Contratación,Proveedores Invitados,Proveedores con Invitacion Directa,Visualizaciones del Procedimiento,Proveedores que Manifestaron Interes,Respuestas al Procedimiento,Respuestas Externas,Conteo de Respuestas a Ofertas,Proveedores Unicos con Respuestas,Numero de Lotes,Estado del Procedimiento,ID Estado del Procedimiento,Adjudicado,ID Adjudicacion,CodigoProveedor,Departamento Proveedor,Ciudad Proveedor,Fecha Adjudicacion,Valor Total Adjudicacion,Nombre del Adjudicador,Nombre del Proveedor Adjudicado,NIT del Proveedor Adjudicado,Codigo Principal de Categoria,Estado de Apertura del Proceso,Tipo de Contrato,Subtipo de Contrato,Categorias Adicionales,URLProceso,Codigo Entidad,Estado Resumen,Fecha,exchange_rate,Year,Avg,Valor del Contrato,Valor real,Codigo de Categoria Recortado,keep,Valor Proyectado,range-,range+,in_range,perc_error,Similitud de valor,miles de dolares sobre estimación,predicterr,Contrato relacionado con publicidad,Tamaño valor extraño,veces la predicción
12923,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.5754956,IPSE-089-2024,700566011,CO1.BDOS.5638250,PRESTACION DE SERVICIOS TECNICOS EN PROYECTOS,"PRESTAR SERVICIOS PROFESIONALES DESDE EL COMPONENTE TECNICO ASOCIADO A LA APLICACION DE ESTANDARES DE LA METODOLOGIA DE MARCO LOGICO EN LA FORMULACION, DISENO, ESTRUCTURACION Y VIABILIZACION DE PROYECTOS ENERGETICOS, COMO EN EL ACOMPANAMIENTO A FORMULADORES DE PROYECTOS ENERGETICOS EN EL MARCO DE LA IMPLEMENTACION DE LA TRANSICION ENERGETICA JUSTA",Presentación de oferta,02/13/2024,02/13/2024,,,,,02/13/2024,33240000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECION PLANIFICACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706243540,Casanare,Yopal,,0,No Adjudicado,CARLOS ORLANDO CARDENAS MUNEVAR,7127752,V1.81101701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5647566,700566011,Adjudicado,2024,3.9155429850746266,,1,33240000,33.24,V1.811,True,115.29584312228928,225.72291487287222,88.3370532989502,1,-0.7116981922345302,0.5392769765716287,-20.95644038006273,-18.37510108947754,0.2210029065608978,587.1315123043577,0.28830180776546976
296793,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6748608,IPSE 210-2024,700566011,CO1.BDOS.6621060,APOYO A LA SUPERVISION EN EL COMPONENTE TÉCNICO Y ADMINISTRATIVO A LA IMPLEMENTACIÓN DE PROYECTOS DE AMPLIACIÓN DE COBERTURA Y MEJORAMIENTO INFRAESTRUCTURA,"PRESTAR SERVICIOS PROFESIONALES COMO APOYO A LA SUPERVISION EN EL
COMPONENTE TÉCNICO Y ADMINISTRATIVO A LA IMPLEMENTACIÓN DE PROYECTOS DE AMPLIACIÓN DE COBERTURA Y MEJORAMIENTO DE LA INFRAESTRUCTURA DEL SERVICIO DE ENERGÍA ELÉCTRICA A CARGO DE LA SUBDIRECCIÓN DE CONTRATOS Y SEGUIMIENTO",Presentación de oferta,08/29/2024,08/29/2024,,,,,08/29/2024,40000000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,día(s),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,723469326,Arauca,Arauca,,0,No Adjudicado,ELKIN EDUARDO,17589551,V1.81101701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6629791,700566011,Adjudicado,2024,3.9155429850746266,,1,40000000,40.00000000000001,V1.811,True,73.26541436343463,143.4369396296661,56.1342945098877,1,-0.454039803807303,0.745093192370273,-8.49573468871026,-13.87594413757324,0.371960699558258,536.8761733506376,0.545960196192697
330223,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.5982034,IPSE 120-2024,700566011,CO1.BDOS.5863978,SERVICIOS PROFESIONALES EN EL COMPONENTE AMBIENTAL,"PRESTAR SERVICIOS PROFESIONALES EN EL COMPONENTE AMBIENTAL EN EL
MARCO DE LA IMPLEMENTACIÓN DE PROYECTOS DE AMPLIACIÓN DE COBERTURA DE MEDICIÓN REMOTA DE VARIABLES ELÉCTRICAS EN EL TERRITORIO NACIONAL",Presentación de oferta,03/20/2024,03/20/2024,,,,,03/20/2024,52000000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,día(s),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,718399140,Tolima,Espinal,,0,No Adjudicado,VALENTINA MUÑOZ CRIALES,1010100783,V1.77101701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5871009,700566011,Adjudicado,2024,3.9155429850746266,,1,52000000,52.00000000000001,V1.771,True,33.05524318685389,64.7146127901108,25.32617568969727,1,0.5731241094205736,0.1839489669453435,4.838347295728909,-9.632488250732422,0.3710869550704956,530.6918427279559,1.5731241094205735
554805,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6340396,IPSE.168-2024,700566011,CO1.BDOS.6217317,SERVICIOS PROFESIONALES MANEJO CONTABLE ACTIVOS ELECTRICOS,"PRESTAR SERVICIOS PROFESIONALES COMO APOYO TECNICO EN LA SUBDIRECCION DE CONTRATOS Y SEGUIMIENTO EN LO RELACIONADO CON EL CARGUE Y MANEJO CONTABLE DE LOS ACTIVOS ELECTRICOS DE PROPIEDAD DEL IPSE, EN LOS SISTEMAS DE INFORMACION QUE SE DISPONGAN",Presentación de oferta,06/05/2024,06/05/2024,,,,,06/05/2024,49840000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,719979221,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,JHON ALEXANDER PALACINO VARGAS,1026277144,V1.84101501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6226403,700566011,Adjudicado,2024,3.9155429850746266,,1,49840000,49.83999999999998,V1.841,True,65.12280296349027,127.49556715604572,49.89561080932617,1,-0.2346766764946875,0.8217024070527739,-3.903112038801691,-10.69036388397217,0.3725236654281616,521.1114504206774,0.7653233235053124
408050,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.5590434,IPSE-040-2024,700566011,CO1.BDOS.5473431,PRESTAR LOS SERVICIOS PROFESIONALES DE APOYO PARA LA GENERACIÓN; IMPLEMENTACIÓN Y EVALUACIÓN DE LA CAMPAÑA QUE INCLUYA ACCIONES DE SENSIBILIZACIÓN,"PRESTAR LOS SERVICIOS PROFESIONALES DE APOYO PARA LA GENERACIÓN,
IMPLEMENTACIÓN Y EVALUACIÓN DE LA CAMPAÑA QUE INCLUYA ACCIONES DE
SENSIBILIZACIÓN Y PARTICIPACIÓN CIUDADANA, SOBRE EL CONOCIMIENTO Y USO DE LA INFORMACIÓN SOBRE LOS PROGRAMAS Y PROYECTOS DE LA TRANSICIÓN
ENERGÉTICA JUSTA",Presentación de oferta,01/22/2024,01/22/2024,,,,,01/22/2024,27000000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,711910216,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Catalina Alvarado Cabrales,1057602573,V1.82101901,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5482256,700566011,Adjudicado,2024,3.9155429850746266,,1,27000000,27.0,V1.821,True,78.93012413016419,154.52714692446696,60.47446632385254,1,-0.6579252814112629,0.5437540659111214,-13.26256009143887,-19.566650390625,0.3997030854225158,510.5355779487709,0.34207471858873706
532001,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6885632,IPSE-222-2024.,700566011,CO1.BDOS.6756479,PRESTAR SERVICIOS PROFESIONALES EN EL COMPONENTE JURÍDICO PARA LA IMPLEMENTACION DE SOLUCIONES ENERGETICAS,PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE CONTRATOS Y SEGUIMIENTO Y OFICINA JURIDICA DESDE EL COMPONENTE JURIDICO Y DE GESTION CONTRACTUAL A LA IMPLEMENTACION DE SOLUCIONES ENERGETICAS SOSTENIBLES DE AMPLIACION DE COBERTURA DEL SERVICIO DE ENERGIA ELECTRICA EN EL TERRITORIO NACIONAL,Presentación de oferta,09/23/2024,09/23/2024,,,,,09/23/2024,37033334,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703189811,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,RODOLFO CEDIEL MAHECHA,79508009,V1.80121704,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6766356,700566011,Adjudicado,2024,3.9155429850746266,,1,37033334,37.033333999999996,V1.801,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,46.29016402216075,4.5982065927878495e-12,9.25803280443215,33.69696807861328,0.2749754190444946,466.3680315048386,47.29016402216074
461818,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6502498,IPSE-183-2024,700566011,CO1.BDOS.6378356,PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE PLANIFICACION Y PROMOCION DE SOLUCIONES ENERGETICAS,"PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE PLANIFICACION Y PROMOCION DE SOLUCIONES ENERGETICAS DESDE EL COMPONENTE SOCIOAMBIENTAL EN LA FORMULACION, ESTRUCTURACION, DISEÑO Y EVALUACION DE PROYECTOS ENERGETICOS SOSTENIBLES EN EL MARCO DE LA IMPLEMENTACION
DE LA TRANSICION ENERGETICA JUSTA",Presentación de oferta,07/11/2024,07/11/2024,,,,,07/11/2024,52200000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECCIÓN DE PLANIFICACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,710219650,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Sandra Jineth Villegas Pérez,34555661,V1.93141503,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6388621,700566011,Adjudicado,2024,3.9155429850746266,,1,52200000,52.20000000000002,V1.931,True,30.108679240723507,58.94591389543848,23.06858539581299,1,0.733719356556726,0.121043521894802,5.641955877763264,-7.204946517944336,0.2636944055557251,414.3983586489556,1.7337193565567262
270692,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6885237,IPSE-222-2024,700566011,CO1.BDOS.6755955,PRESTAR SERVICIOS PROFESIONALES EN EL COMPONENTE JURÍDICO PARA LA IMPLEMENTACION DE SOLUCIONES ENERGETICAS,PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE CONTRATOS Y SEGUIMIENTO Y OFICINA JURIDICA DESDE EL COMPONENTE JURIDICO Y DE GESTION CONTRACTUAL A LA IMPLEMENTACION DE SOLUCIONES ENERGETICAS SOSTENIBLES DE AMPLIACION DE COBERTURA DEL SERVICIO DE ENERGIA ELECTRICA EN EL TERRITORIO NACIONAL,Presentación de oferta,09/23/2024,09/23/2024,,,,,09/23/2024,35566667,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,703189811,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,RODOLFO CEDIEL MAHECHA,79508009,V1.80121704,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6765863,700566011,Adjudicado,2024,3.9155429850746266,,1,35566667,35.56666700000001,V1.801,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,44.41728584716601,2.114153804296875e-11,8.883457169433203,33.50550842285156,0.2749754190444946,388.0955540287099,45.41728584716602
686986,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6274931,IPSE-157-2024,700566011,CO1.BDOS.6152699,FORMULACION; DISEÑO Y ESTRUCTURACION DE PROYECTOS ENERGETICOS EN EL MARCO DE LA IMPLEMENTACION DE LA TRANSICION ENERGETICA JUSTA DESDE EL COMPONENTE DE ANALISIS DEMOGRAFICO Y VALIDACION DE USUARIOS,"PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE PLANIFICACION Y PROMOCION DE SOLUCIONES EN LA FORMULACION, DISEÑO Y ESTRUCTURACION DE PROYECTOS ENERGETICOS EN EL MARCO DE LA IMPLEMENTACION DE LA TRANSICION ENERGETICA JUSTA DESDE EL COMPONENTE DE ANALISIS DEMOGRAFICO Y VALIDACION DE USUARIOS",Presentación de oferta,05/22/2024,05/22/2024,,,,,05/22/2024,23893334,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SUBDIRECCIÓN DE PLANIFICACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,726464225,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Daniela Alejandra León Manrique,1030675880,V1.93141503,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6161635,700566011,Adjudicado,2024,3.9155429850746266,,1,23893334,23.893333999999996,V1.931,True,22.218203437690306,43.49816530570462,17.02308225631714,1,0.0753945100470206,0.5569826615590211,0.427815648735054,-14.38342380523682,0.1778710335493087,345.46937525239406,1.0753945100470206
714296,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6672705,IPSE 196-2024,700566011,CO1.BDOS.6546126,LICENCIA CYPECAD,ADQUISICIÓN DE EQUIPOS Y SOFTWARE PARA LA ESTRUCTURACIÓN  INHOUSE DE LOS PROYECTOS QUE SURGEN DE LOS COMPROMISOS DEL IPSE CON LAS COMUNIDADES,Presentación de oferta,08/15/2024,08/15/2024,,,,,08/15/2024,41966361,Contratación directa,No existe pluralidad de oferentes en el mercado,otro,Mes(es),,,,Bogotá,SUBDIRECCIÓN DE PLANIFICACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,709070460,Santander,Bucaramanga,,0,No Adjudicado,ICC COLOMBIA SAS,900742523,V1.43232105,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6556636,700566011,Adjudicado,2024,3.9155429850746266,,1,41966361,41.96636099999999,V1.432,True,68.42120998697763,133.95309439741413,52.42277526855467,1,-0.3866469036723071,0.7791861721102403,-6.756367913165288,-8.508100509643555,0.2378643304109573,340.82785387294103,0.6133530963276929
384326,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6241671,IPSE-CNM-SA-003-2024,700566011,CO1.BDOS.6120252,Actualización PME,"REALIZAR LA ACTUALIZACIÓN, MIGRACIÓN Y SOPORTE DEL SOFTWARE POWER MONITORING EXPERT 7.2 A LA ÚLTIMA VERSIÓN VIGENTE DE ECOSTRUXURE POWER MONITORING EXPERT (PME)",Presentación de observaciones,05/15/2024,05/15/2024,,,,05/15/2024,,110000000,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,otro,Mes(es),06/04/2024,06/04/2024,06/04/2024,Bogotá,GESTION DE CONTRATACION,0,0,27,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.43231500,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6129603,700566011,Presentación de observaciones,2024,3.9155429850746266,,1,110000000,109.99999999999999,V1.432,True,143.35234775405314,280.6511398211806,109.833309173584,1,-0.2326599339082687,0.7871093058908175,-8.51793681775083,-3.11810040473938,0.0885866954922676,317.3984517914222,0.7673400660917313
468321,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.5985219,IPSE 123-2024,700566011,CO1.BDOS.5867414,SERVICIOS DE APOYO A LA GESTIÓN EN EL COMPONENTE DE SGSST&BS,"PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN EL COMPONENTE DE SGSST&BS, EN LA SUPERVISIÓN AL DESARROLLO E IMPLEMENTACION DE PROYECTOS ENERGETICOS SOSTENIBLES DE TIPO HIBRIDO DE AMPLIACION DE COBERTURA DEL SERVICIO DE ENERGÍA ELECTRICA EN EL TERRITORIO NACIONAL",Presentación de oferta,03/20/2024,03/20/2024,,,,,03/20/2024,28600000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,día(s),,,,Bogotá,SUBDIRECION CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,722461340,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Cristian Daniel Rios Cristancho,1010039956,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5873500,700566011,Adjudicado,2024,3.9155429850746266,,1,28600000,28.599999999999998,V1.801,True,116.37065178516158,227.82714463297575,89.16054725646971,1,-0.7542335669581016,0.4323946400731931,-22.41595919639451,-11.72423076629639,0.2209020853042602,313.74191990107505,0.24576643304189846
434840,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6303754,IPSE 162-2024,700566011,CO1.BDOS.6181603,SERVICIOS PROFESIONALES DE APOYO A LA GESTIÓN CONTRACTUALY FINANCIERO EN LA SECRETARIA GENERAL,PRESTAR SERVICIOS PROFESIONALES DE APOYO A LA GESTIÓN CONTRACTUAL Y FINANCIERO BRINDANDO ACOMPAÑAMIENTO Y ASESORIA EN LA REVISIÓN Y SEGUIMIENTO DE LOS PROCESOS DE LA SECRETARÍA GENERAL Y SUS GRUPOS ADSCRITOS,Presentación de oferta,05/28/2024,05/28/2024,,,,,05/28/2024,41250000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,día(s),,,,Bogotá,SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,701636581,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,YEIMY MARCELA FORERO RAMIREZ,52778818,V1.80111605,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6189675,700566011,Adjudicado,2024,3.9155429850746266,,1,41250000,41.25000000000001,V1.801,True,178.22628764731908,348.9263451766764,136.5529289245606,1,-0.7685526610887667,0.4788157090515671,-34.98270563481208,-7.097914218902588,0.2594211101531982,261.0861642598202,0.23144733891123326
721206,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.5575371,IPSE-031-2024,700566011,CO1.BDOS.5458293,PRESENTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA GESTIONAR; ADMINISTRAR Y BRINDAR SOPORTE A LOS SISTEMAS DE GESTION DOCUMENTAL ORFEO,"PRESENTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA GESTIONAR,
ADMINISTRAR Y BRINDAR SOPORTE A LOS SISTEMAS DE GESTION DOCUMENTAL
ORFEO, GESTIÓN DE SERVICIOS Y SEGUIMIENTO E INCIDENTES TECNOLOGICOS,
PORTAL WEB INSTITUACIONAL Y PLATAFORMA DE GESTIÓN DE APRENDIZAJE LOS
CUALES PERMITE EL FORTALECIMIENTO DE LA INFORMACIÓN DEL IPSE",Presentación de oferta,01/19/2024,01/19/2024,,,,,01/19/2024,92000000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,711391649,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,JORGE ENRIQUE LOPEZ TIMANA,76328882,V1.81111504,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5468089,700566011,Adjudicado,2024,3.9155429850746266,,1,92000000,91.99999999999999,V1.811,True,316.6702558752441,619.9679994870495,242.6255493164062,1,-0.7094769770980814,0.5426015197456272,-57.37908043192179,-3.29989218711853,0.4417600631713867,238.3181993218812,0.29052302290191867
731496,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,DISTRITO CAPITAL DE BOGOTÁ,DISTRITO CAPITAL,Nacional,Centralizada,CO1.REQ.6710640,IPSE-206-2024,700566011,CO1.BDOS.6584506,ANALISIS; DEFINICION Y ESTRUCTURACION DE LOS PROCESOS DE SELECCION DEL PROGRAMA DE SEGUROS,"PRESTACION DE SERVICIOS ESPECIALIZADOS EN EL ANALISIS, DEFINICION Y ESTRUCTURACION DE LOS PROCESOS DE SELECCION DEL PROGRAMA DE SEGUROS DEL IPSE",Presentación de oferta,08/23/2024,08/23/2024,,,,,08/23/2024,30000000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,Mes(es),,,,Bogotá,SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,718313414,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,VALOR EXPERTO CONSULTORES EN RIESGOS SAS,901575331,V1.84131500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6592938,700566011,Adjudicado,2024,3.9155429850746266,,1,30000000,29.999999999999996,V1.841,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,37.30886305469613,2.181578851218571e-11,7.461772610939227,30.1541748046875,0.2552751898765564,214.64064750025895,38.30886305469613
