Nombre Entidad,Valor real,Valor Proyectado,Tamaño valor extraño,veces la predicción
"AGENCIA DISTRITAL PARA LA EDUCACIÓN SUPERIOR, LA CIENCIA Y LA TECNOLOGÍA, ATENEA",67011.795771,51550.26265650232,-40.84984725825217,1069.367660840297
AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,69900.932037,56004.05920361592,-638.6202309050647,1085.5931298480543
AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,31194.493122,24784.97398090847,-222.90258393996587,511.88071254325945
AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,100411.838222,87234.31839801348,-541.0090698763589,1198.330715049504
AGENCIA NACIONAL DE TIERRAS - ANT,714443.375738,721905.85111275,-4083.975311296802,16903.85933628293
AGENCIA NACIONAL DEL ESPECTRO,28443.02729,20526.00630834595,-151.32951783388785,441.62124777465914
AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,9389.758644000001,6742.476621232652,-124.69569566686228,169.7840649609004
"AGENCIA PARA LA GESTIÓN DEL PAISAJE, EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS - APP",11948.728532000001,15702.260227592851,-539.7729412551695,356.8670414676859
AGENCIA PARA LA INFRAESTRUCTURA DEL META,18561.690588,23704.242638713455,-727.2657475520367,518.9552393623554
AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN,125541.77241,123957.7412914473,-1050.3704707227873,2125.208308643004
AGENCIA REGIONAL DE MOVILIDAD,1344.469,623.346068969006,7.6685582101068075,39.00030458800715
AGROSUR,581.5806140000001,1233.9763001764702,-63.44724965009731,8.54952787085904
AGUAS DE ARCABUCO SA ESP,75.79827700000001,133.60809509571973,-47.22081670791828,5.432803082386034
AGUAS DE CIMITARRA S.A.S E.S.P,1261.3196240000002,1895.503831178719,-285.83822144607797,70.73037768126379
AGUAS DE LA MIEL S.A. E.S.P EMPRESA DE SERVICIOS PUBLICOS,529.1419510000001,798.6098357469702,-131.93273211534444,13.602674773150412
AGUAS DE MANIZALES,990.384302,732.6005992976586,-1.9985596074386314,7.840889606237509
AGUAS DE PALMIRA S.A. E.S.P.,19.234183,106.86103318861487,-17.72435117382159,0.7851827901470937
AGUAS DE PUERTO WILCHES SAS ESP,372.03542,299.14218221438705,-28.25330235274879,5.740403802841987
AGUAS DE SAN JERONIMO E.S.P,78.45651900000001,26.496774637032946,0.6622744040296646,2.9609837451818026
AGUAS DEL NORTE ANTIOQUEÑO,3747.6775700000003,2609.5691306200506,-53.025618289663505,89.32316583915019
AGUAS LA CRISTALINA ESP,774.742863,1282.2966405552297,-46.61855883887786,11.908536108382862
AGUAS Y ASEO DE EL PEÑOL E.S.P,3932.8565240000003,6130.656059973107,-294.8939966180096,129.36360684719284
AGUAS Y ASEO DE YONDO S.A. E.S.P.,74.35520000000002,69.20849026146611,-1.6753135696944148,2.8526760694105713
ALCADIA MUNICIPAL DE COPACABANA,18824.419263,18897.67567757116,-660.9667989159026,675.5185297048846
ALCADIA MUNICIPAL PUEBLO BELLO,525.011964,397.0103389307545,0.16954736144895904,3.1657185775790437
ALCALDIA  MUNICIPIO DE GUAVATA,532.89973,814.0207479632378,-8.28911350076478,4.2772118613754495
ALCALDIA  MUNICIPIO DE IBAGUE*,122616.443541,124944.28105041017,-5260.7323841394145,4780.612906122314
ALCALDIA ALEJANDRIA,10639.526083,13094.586554441199,-293.53013614320696,272.2616608618767
ALCALDIA BETANIA,2855.10082,3124.0425184415,-43.74542978139467,95.13886190343831
ALCALDIA CERRITO SANTANDER,1478.542206,631.3978561311428,3.93800630909905,17.484221175807335
ALCALDIA CIMITARRA,675.4494,589.9683970871213,-0.834943097159334,5.835109310240282
ALCALDIA DE AGUACHICA,8162.096036,8274.508064904781,-156.07424417837316,249.3069780683209
ALCALDIA DE ALCALA,2554.9869390000003,2247.3370754096263,-33.46436160238233,94.64625371169441
ALCALDIA DE BECERRIL CESAR,16517.327884000002,12156.933891825218,5.269893697159997,471.78723803135546
ALCALDIA DE BOLIVAR,459.379998,273.0629923139586,0.5927025824510441,3.3586619965008992
ALCALDIA DE BUSBANZA - BOYACA,3205.5344160000004,6762.285970453002,-548.5169045609131,64.49958511405397
ALCALDIA DE CAICEDONIA,9996.928080000002,9981.941283393766,-619.2440037890437,334.83956851937216
ALCALDIA DE CAPITANEJO,26.898017999999997,93.68460095193136,-2.482955545346552,0.28711247874985457
ALCALDIA DE CAUCASIA,23517.059699,26961.054400415604,-1028.3400760755903,757.0083787383953
ALCALDIA DE CIUDAD BOLIVAR,10682.763077000001,20621.276382797492,-1021.3397742679981,237.40945186114206
ALCALDIA DE CONCORDIA,820.688862,543.417271997008,0.6100239444754103,4.320460357219999
ALCALDIA DE DISTRACCION,31.745000000000005,176.5115174509895,-4.560293509245218,0.1798466211068316
ALCALDIA DE EL CARMEN DE BOLIVAR,9286.361805,11282.885090640431,-430.34871399358065,298.2263794430344
ALCALDIA DE EL PEÑOL,23888.657494000003,33113.90716856861,-1384.5703554761906,613.4805884455386
ALCALDIA DE ENCINO,499.20701800000006,1319.2867367136707,-39.69166362807316,2.7358759740762206
ALCALDIA DE FILANDIA,8920.075646000001,12924.133412833706,-728.7643429163788,466.3933673780535
ALCALDIA DE FLANDES,10375.964796,12348.06748440818,-393.3896463985321,391.68028753458077
ALCALDIA DE FLORENCIA CAUCA,5078.505241000001,8016.042040491729,-449.1317373412107,129.92416063572284
ALCALDIA DE FLORIDABLANCA,54657.822614000004,62200.87234126125,-1628.8560269332222,2727.8932343012334
ALCALDIA DE GAMA,3958.315431,6838.008116272287,-290.26858527481335,127.63828193107908
ALCALDIA DE GAMARRA - CESAR,2666.485358,3006.2125516569677,-42.37948383103098,111.96424723259857
ALCALDIA DE GIRARDOTA,26356.8161,22930.824338068636,-596.2429907071803,807.4270150159539
ALCALDIA DE GUAMAL - META,4338.177096,4260.242918756061,-38.47842076705247,179.9968905888562
ALCALDIA DE GUATEQUE,7320.091685,12135.591254491994,-697.5688354284531,203.6783636578248
ALCALDIA DE GUAYABETAL,363.94849999999997,261.73576913400916,-0.06773147501300825,5.110508127674343
ALCALDIA DE HONDA,9845.223489,9705.17528423534,-191.05936161956265,343.2274664519697
ALCALDIA DE JORDAN,223.788765,257.2416443105514,-2.919725166605757,5.083677551402218
ALCALDIA DE LA APARTADA CORDOBA,9597.067192,10093.351900204098,-221.67947381017737,272.0719277448853
ALCALDIA DE MACARAVITA,642.50305,218.00042818771203,1.2931023295642907,5.998702352330238
ALCALDIA DE MALAMBO,9820.737125,11372.674629370964,-518.5051504373415,229.82863696054025
ALCALDIA DE MANAURE BALCON DEL CESAR,888.4723299999999,1152.328538016027,-19.96912525243599,5.937711986416943
ALCALDIA DE MERCADERES,84.835301,161.08742284364894,-2.671124777775616,1.0778964115059941
ALCALDIA DE MOCOA,10985.424856,18380.84910326481,-599.6263139061563,306.94457668351805
ALCALDIA DE MOMPOS,1773.1503750000002,2700.5764123634112,-145.5628553489536,60.182483357728096
ALCALDIA DE NEIRA,451.52236800000003,572.7142373617064,-8.406593589068185,11.665657229699296
ALCALDIA DE PALESTINA,2310.667608,3728.64376865279,-150.57726978331155,78.42928206863543
ALCALDIA DE PASTO,82131.837098,83000.94213670497,-3929.962698858813,5029.24719925994
ALCALDIA DE PUERTO COLOMBIA,2449.372436,1444.8489737715279,-17.371018818483687,34.95825806497742
ALCALDIA DE PUERTO GUZMAN,1518.0827480000003,1432.6919868268665,-9.524265221513003,10.640792740291197
ALCALDIA DE PUERTO SANTANDER (NS),818.8580000000001,1429.2936913331557,-76.82305285687949,40.922667401115184
ALCALDIA DE SALGAR,2343.128872,3116.218201840486,-145.54084102971888,100.00769291231376
ALCALDIA DE SAN PABLO - BOLIVAR,1724.5307410000003,1011.1913707126635,12.239010939198687,91.76330018445312
ALCALDIA DE SAN PABLO NARIÑO,120.00000000000003,162.40004568331528,-0.35333371402762703,0.7389160482996627
ALCALDIA DE SANTA SOFIA,1071.722809,974.3015865714809,0.5117631566434934,7.281613802249284
ALCALDIA DE SESQUILE,6328.022167,6524.009372994919,-81.52960248523155,213.58815992464142
ALCALDIA DE SIMITI BOLIVAR,6543.998972,7886.766660562278,-159.63494381732258,201.71738356241704
ALCALDIA DE SUSA,247.94843899999998,235.17716456805857,-0.6168266958047185,3.4236774196125723
ALCALDIA DE TABIO,9639.818291000001,14123.853102511102,-475.1081527886317,274.6620307054704
ALCALDIA DE TINJACA,4168.1143,6363.388490190041,-141.03800501325242,77.120913137745
ALCALDIA DE TURBACO BOLIVAR,18986.805994000002,20803.966946002383,-448.75441361264313,858.7771880628053
ALCALDIA DE VERGARA CUNDINAMARCA,3126.829161,5141.888730149406,-244.33854270866328,132.78711594484372
ALCALDIA DE VILLAVIEJA*/,8.839999999999998,60.681192609259746,-5.864388304214905,0.14567940443957333
ALCALDIA DEL MUNICIPIO DE ACACIAS,40061.939041000005,35958.04805193764,-403.61693088581785,1531.6181489340502
ALCALDIA DEL MUNICIPIO DE AGUAZUL,29725.788985000003,42813.483327361,-1807.3162097066859,847.7359930618076
ALCALDIA DEL MUNICIPIO DE DIBULLA,10060.361365,11567.811576298767,-432.4976090321734,241.29946869867618
ALCALDIA DEL MUNICIPIO DEL LA VICTORIA,9.999999999999998,71.63767431733012,-6.163767431733014,0.13959135462303615
ALCALDIA DISTRITAL BARRANCABERMEJA,84641.18099200001,120815.14105495722,-5748.107651559859,3600.7399189102184
ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,15274.003657000001,13292.849427992607,-59.3055262004052,600.656873767405
ALCALDIA DISTRITO DE RIOHACHA,24589.869159,23926.131216998157,-703.624031216815,666.261272500814
ALCALDIA IMUES,316.37600000000003,98.19160980237025,0.6896363510431568,3.222026817125907
ALCALDIA LA CUMBRE,1698.888906,2568.30593970108,-122.63750622481155,46.260288499609985
ALCALDIA LA LLANADA,8014.378286,10303.643490714943,-697.8074856919346,271.4688035642565
ALCALDIA LOCAL CONTINENTE EL PAILON DEL DISTRITO DE BUENAVENTURA,65.345,67.97111249077744,-0.05740392984663001,1.9931668045705044
ALCALDIA LOCAL DE ANTONIO NARIÑO,17662.290108,22875.01093013242,-679.8176980396266,576.8833179206042
ALCALDIA LOCAL DE CIUDAD BOLIVAR //,56072.727878000005,66525.5679671725,-1131.4827224167318,1936.1654559997621
ALCALDIA LOCAL DE ENGATIVÁ,36502.016329,39940.01778006644,-911.2496081621766,1280.4017252348294
ALCALDIA LOCAL DE FONTIBON,29778.646264000003,28522.494296203575,-209.2960762794008,940.0410806274608
ALCALDIA LOCAL DE KENNEDY,37510.158390000004,41368.96470348641,-510.70005446258597,1289.910438435962
ALCALDIA LOCAL DE MARTIRES,12902.426012,13400.2676999476,-100.72558071259087,347.08045182925633
ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,19337.474533,22973.909750912542,-413.24547863823955,556.9984835294913
ALCALDIA LOCAL DE SAN CRISTOBAL,26072.135785000002,24921.886764957777,-148.28526624637183,852.8388153175092
ALCALDIA LOCAL DE SUMAPAZ,24203.719438,30119.187204018574,-455.65257962778094,644.2307796996208
ALCALDIA LOCAL DE TEUSAQUILLO(oficial),15255.761517,17511.149166526633,-295.0910338799661,442.61753137951
ALCALDIA LOCAL DE TUNJUELITO,18794.512458,21909.172791087825,-259.850559061882,442.2257670879295
ALCALDIA LOCAL DE USAQUEN,25526.423904000003,27622.102394640046,-448.57537255948125,824.4261178909726
ALCALDIA LOCAL DE USME,38750.671495,44788.26701672243,-493.3681348656329,1394.8770876036142
ALCALDIA LOCAL RAFAEL URIBE URIBE,26049.19674,28355.945193637646,-260.2066355603402,995.0982710310028
ALCALDIA MUNCIPAL DE RIVERA,213.776765,176.29909288747544,0.1753121865817577,1.2125800620905354
ALCALDIA MUNICIAL DE MARIA LA BAJA,7466.572152000001,6368.85631957275,-69.84478693400543,291.018447977135
ALCALDIA MUNICIPAL CARAMANTA,1578.431205,2275.4452740299876,-38.142169749424454,41.53057870996719
ALCALDIA MUNICIPAL CONTRATACION SANTANDER,2505.343177,5244.2869830210475,-340.07625278864396,85.35545174090528
ALCALDIA MUNICIPAL CUASPUD CARLOSAMA,92.6471,171.49373968281984,-1.672743486883276,1.0963677445517939
ALCALDIA MUNICIPAL DE  SOTARA,339.161505,152.52848475292677,0.5502777216626433,2.2235945341579355
ALCALDIA MUNICIPAL DE AIPE,139.84221599999998,95.53637606253113,0.3168273587531597,1.4637588504348278
ALCALDIA MUNICIPAL DE ALBANIA,786.008881,974.5297953656934,-2.011091431764177,4.045952097948903
ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,7770.245037000001,9674.71832548546,-532.0422029054297,238.467243393743
ALCALDIA MUNICIPAL DE ARACATACA,110.00000000000003,35.80285322633356,0.6745195161242405,3.0723808324609534
ALCALDIA MUNICIPAL DE ARATOCA,675.018093,913.1924915435056,-5.526701821389543,4.497285425924117
ALCALDIA MUNICIPAL DE ARMERO GUAYABAL,8615.129558,9979.157701462927,-284.3871261448658,331.7928586610266
ALCALDIA MUNICIPAL DE BAHIA SOLANO CHOCO,1852.097315,1533.6104633381783,-3.3115276738432473,91.6124872341074
ALCALDIA MUNICIPAL DE BARANOA,2278.285713,713.8568207189612,5.421250773664012,48.928507531045824
ALCALDIA MUNICIPAL DE BARBOSA SANTANDER,7499.260482000001,7089.995613867601,-80.50936988925386,234.7196994308724
ALCALDIA MUNICIPAL DE BOJACA,10368.735954,11316.88234180206,-300.02638121279733,462.20342777728996
ALCALDIA MUNICIPAL DE BRICEÑO BOYACA,4574.752619,8585.948195172128,-379.90727174081684,111.07205889998222
ALCALDIA MUNICIPAL DE BUGA,44284.8507,61610.77914366816,-5793.653045336628,1917.306364748222
ALCALDIA MUNICIPAL DE CACHIRA,219.999999,274.3523945033931,-0.6791347641333377,1.6784146379262412
ALCALDIA MUNICIPAL DE CARCASI,753.22374,770.2004136037243,-4.012048947601899,6.504717724839324
ALCALDIA MUNICIPAL DE CERRO DE SAN ANTONIO,508.79825900000003,318.09121413261914,1.1223424813624072,5.030363478129281
ALCALDIA MUNICIPAL DE CHAGUANI,104.28000000000002,73.76805464479521,0.2925963306022708,1.4136200351510504
ALCALDIA MUNICIPAL DE CHIA,63417.655340000005,50965.76996987139,-646.3905240003406,2219.0506187488772
ALCALDIA MUNICIPAL DE CHINCHINA,21465.600238000003,23396.862622494555,-867.676345037486,816.9484192530767
ALCALDIA MUNICIPAL DE CHIPAQUE,29.745948000000002,59.35849087148312,-0.9955151831598413,0.50112372405833
ALCALDIA MUNICIPAL DE CHIPATA,379.5350000000001,208.9842472006494,0.4493676546282968,1.816093820868718
ALCALDIA MUNICIPAL DE CHISCAS,2769.17573,2604.044035906204,-21.78356673564879,21.022598763135324
ALCALDIA MUNICIPAL DE CLEMENCIA BOLIVAR,15185.049225,12706.961350869487,-514.8407628353402,565.9793387618643
ALCALDIA MUNICIPAL DE COLON,371.68399999999997,465.45256166764403,-4.4662589829788555,4.417970991245621
ALCALDIA MUNICIPAL DE COPER,6699.935188,7847.309455918975,-320.79353040850106,185.73818892768566
ALCALDIA MUNICIPAL DE COROZAL,10543.69169,12476.656289832026,-311.01027674751936,302.2194869559239
ALCALDIA MUNICIPAL DE EL AGRADO HUILA,6817.257308,10251.261081237264,-528.5220005019384,212.7035654481045
ALCALDIA MUNICIPAL DE EL COLEGIO,15819.129542,19642.367627104588,-22271.093931708325,518.596532118269
ALCALDIA MUNICIPAL DE EL PEÑON,62.874363,103.09548688517914,-1.3183943719319817,2.173038654676995
ALCALDIA MUNICIPAL DE FACATATIVA,28180.119037,33295.15367289173,-1230.7698969385547,1056.0898226127902
ALCALDIA MUNICIPAL DE FONSECA,9224.707387,10194.717641820007,-323.1185968985184,328.21945515032564
ALCALDIA MUNICIPAL DE FUNDACION,4212.301711,8090.4649229194165,-922.2169027620171,148.98557169885166
ALCALDIA MUNICIPAL DE GACHETA,5183.431264,6086.97088906441,-118.00177896423526,141.53409843197826
ALCALDIA MUNICIPAL DE GALAN,1417.4385550000002,1219.9951000734143,-50.6856552173174,14.251388316250601
ALCALDIA MUNICIPAL DE GAMBITA,630.36,634.4586666266154,-1.8516031441525465,6.00368852288688
ALCALDIA MUNICIPAL DE GINEBRA,9623.790698,11079.08715060685,-557.8264758798799,272.3973286705117
ALCALDIA MUNICIPAL DE GIRARDOT,31798.701263000003,40161.55284483126,-2234.9643165860643,1286.7784733983729
ALCALDIA MUNICIPAL DE GRAMALOTE,290.00000000000006,117.22217819635797,0.595785592426352,2.4739345784397835
ALCALDIA MUNICIPAL DE GUADUAS,4724.137593,4092.7556272023676,-7.7379001439108315,177.30219425003784
ALCALDIA MUNICIPAL DE GUAMAL MAGDALENA,902.889974,889.5188191688796,-1.7945283324998633,7.565429298064675
ALCALDIA MUNICIPAL DE GUAPOTA,5484.664038,6447.42460179447,-131.3905560066909,138.53109974584908
ALCALDIA MUNICIPAL DE GUASCA,2873.05671,2531.7090992633216,-33.22136904531098,123.03443985504201
ALCALDIA MUNICIPAL DE GUAYABAL DE SÍQUIMA,586.0854060000001,258.4428249373085,-0.7380484464247605,5.447741198877754
ALCALDIA MUNICIPAL DE IPIALES - NIVEL CENTRAL,33866.278755,42674.3118895166,-1197.8686248945185,1067.6748623843764
ALCALDIA MUNICIPAL DE IZA,4447.927016000001,6303.17233427648,-223.26711188110323,108.73296606521116
ALCALDIA MUNICIPAL DE LA JAGUA DE IBIRICO,15446.824538,19866.56924382101,-471.9442693921323,409.77425806819747
ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,8194.869889000001,16113.850086105405,-898.3978632876448,327.6252893763716
ALCALDIA MUNICIPAL DE MALAGA,2345.270319,2881.3761173058174,-25.260550352205676,28.126412357245382
ALCALDIA MUNICIPAL DE MALLAMA,247.66795000000002,947.47505608913,-29.884113769919246,1.5169103890889513
ALCALDIA MUNICIPAL DE MELGAR,23682.03741,34370.219348288134,-1236.4246735364213,981.8331592034223
ALCALDIA MUNICIPAL DE MIRAFLORES BOYACA,13553.973817,15474.825115163922,-420.95948173798934,296.30002086807343
ALCALDIA MUNICIPAL DE MOGOTES,7040.735477,9625.113057497727,-467.0795701413697,208.7183226908398
ALCALDIA MUNICIPAL DE MOLAGAVITA,252.87156500000003,117.44764307918324,0.5355442867639814,2.1530578083164595
ALCALDIA MUNICIPAL DE MORALES BOLIVAR,221.32000000000002,472.3646222096537,-4.692671238787751,1.954184286227063
ALCALDIA MUNICIPAL DE MORALES CAUCA,11906.336193000001,11473.16988394481,-190.43640986280516,423.3193650544516
ALCALDIA MUNICIPAL DE MURILLO,103.02950000000003,270.79192949884043,-12.443124316085054,1.8790629429225758
ALCALDIA MUNICIPAL DE NIMAIMA,411.85057300000005,360.6702205405374,0.24337751575080696,2.2775418295998646
ALCALDIA MUNICIPAL DE NOBSA,12017.064157,13670.980172598522,-389.18980029999955,359.90493265680817
ALCALDIA MUNICIPAL DE NORCASIA CALDAS,7829.007418,11257.124393940678,-516.8928429738485,290.88353990145663
ALCALDIA MUNICIPAL DE OCAÑA,15776.043155000001,22052.418413554024,-841.8967738056668,596.7818808301824
ALCALDIA MUNICIPAL DE PAICOL HUILA,6320.9016090000005,8638.29979027793,-248.86767989254662,209.53923311626593
ALCALDIA MUNICIPAL DE PALMAS DEL SOCORRO,2867.6239990000004,4922.644758462213,-219.0953986832093,62.18733705985035
ALCALDIA MUNICIPAL DE PAUNA,8346.363288,10056.397377430372,-267.16371728794655,198.11470844027048
ALCALDIA MUNICIPAL DE PUENTE NACIONAL,2008.3121360000002,2194.3099074156553,-40.30218892557028,14.970282821016426
ALCALDIA MUNICIPAL DE PUERTO BOYACA,26489.222649000003,25581.280100903274,-737.3869125995681,838.4131775054717
ALCALDIA MUNICIPAL DE PUERTO SALGAR,15728.005374,19520.685028773485,-586.2122212040588,553.0040811359038
ALCALDIA MUNICIPAL DE PUPIALES,110.00000000000003,190.5568889449914,-0.7323353540453761,0.577255435943615
ALCALDIA MUNICIPAL DE QUIPILE,144.0,427.7439518516998,-6.8220689979122575,1.0001005562530316
ALCALDIA MUNICIPAL DE RESTREPO META,9967.613757000001,10933.118883279278,-239.40946588416512,308.40318332722376
ALCALDIA MUNICIPAL DE RESTREPO VALLE DEL CAUCA,1767.248601,3461.8062368863866,-455.9238012506647,85.61498542467267
ALCALDIA MUNICIPAL DE RICAURTE,656.0861420000001,659.2281548199647,-4.918848727717866,5.309094010713956
ALCALDIA MUNICIPAL DE ROVIRA,111.1538,193.54029224426017,-0.7411936635927892,0.5743186532947715
ALCALDIA MUNICIPAL DE SAMANIEGO,70.00000000000001,182.49281301794383,-1.6070401859706256,0.3835767493655609
ALCALDIA MUNICIPAL DE SAN ESTANISLAO DE KOSTKA,232.142857,308.96186642057273,-1.3080982108045323,2.715951205748685
ALCALDIA MUNICIPAL DE SAN JACINTO,9298.736641000001,7702.724204886825,-133.8538804497296,367.1714256875453
ALCALDIA MUNICIPAL DE SAN JOSE DE LA MONTAÑA,5317.913057,7422.891756100439,-338.51616530920785,207.65814368464524
ALCALDIA MUNICIPAL DE SANTA BARBARA,9497.862297,12790.04718839715,-721.6534417911319,264.51704785638157
ALCALDIA MUNICIPAL DE SANTA ROSALIA,117.44800000000001,98.87885471750695,0.45630380601248655,3.0512974942467963
ALCALDIA MUNICIPAL DE SATIVANORTE,6459.3778,7935.292944264821,-330.92464995096515,166.81129069877076
ALCALDIA MUNICIPAL DE SOLITA,1330.4166610000002,1178.5174389251326,-0.8890508206124179,12.422517209528976
ALCALDIA MUNICIPAL DE SUESCA +,4383.049753,3657.086684262593,-49.04572659828093,149.3523430085962
ALCALDIA MUNICIPAL DE SUPATA,480.2001,344.5577262498134,-47.71294186634037,11.556751483550894
ALCALDIA MUNICIPAL DE SURATA,662.2142200000001,761.0229780238958,-8.469104545304118,7.074213962363887
ALCALDIA MUNICIPAL DE SUTATAUSA,3506.6315320000003,3379.6409502763445,-32.232228327946224,127.98968256948254
ALCALDIA MUNICIPAL DE TENERIFE MAGDALENA,200.70600000000002,92.63084332361431,0.5384749667493034,2.1667297068516937
ALCALDIA MUNICIPAL DE TIBIRITA,467.883638,245.9053352556682,0.9326369949612081,3.7631654038892366
ALCALDIA MUNICIPAL DE UBAQUE,279.513235,284.5279012282997,-3.701670697981374,1.90346925803472
ALCALDIA MUNICIPAL DE VALLE DE SAN JOSÉ,1428.360893,1795.7420168222307,-25.81248598062184,40.38783532202729
ALCALDIA MUNICIPAL DE VALLEDUPAR,64971.565011000006,70728.41926951554,-3343.834569317604,2557.1282897154247
ALCALDIA MUNICIPAL DE VIANI,774.193333,467.99430891693225,0.963082503145035,4.839659895751922
ALCALDIA MUNICIPAL DE VILLA RICA+,962.0179290000001,830.2594692647682,-5.8367511837657124,9.64360180269022
ALCALDIA MUNICIPAL DE VILLETA,19834.269709,21101.430236665467,-150.6470730357278,659.9415339601818
ALCALDIA MUNICIPAL DE VIOTÁ,285.85829800000005,132.44311943850585,-2.614055761384428,3.180135444296703
ALCALDIA MUNICIPAL DE YOTOCO,5419.455815,4853.574024330161,-59.378936331950044,215.94671632468913
ALCALDIA MUNICIPAL EL GUACAMAYO,480.2582050000001,240.73683955105773,0.9551226319069441,3.8974947096588926
ALCALDIA MUNICIPAL FUSAGASUGA,36337.412447,29863.886346825744,-547.592000723378,1401.790432165563
ALCALDIA MUNICIPAL LA TEBAIDA QUINDIO,10229.159069000001,15861.128334829486,-1143.2250182284522,359.8105672094648
ALCALDIA MUNICIPAL LA UNION NARINO,286.0,120.14898037412623,0.5798986700205377,2.380378086517573
ALCALDIA MUNICIPAL LA VIRGINIA RISARALDA,10620.464248,10889.743601536557,-328.8440040652999,394.1387483954846
ALCALDIA MUNICIPAL ORITO,499.8540000000001,215.02866018472938,1.2755938523986885,6.120919881111748
ALCALDIA MUNICIPAL PIVIJAY MAGDALENA,332.142857,238.2456931007236,0.2827011387430692,1.394119040211062
ALCALDIA MUNICIPAL PROVIDENCIA Y SANTA CATALINA ISLAS,261.77000000000004,181.36322274436233,0.6158705686231645,2.89343604473377
ALCALDIA MUNICIPAL SAN CARLOS,18968.851061,17427.858842814978,-282.56132791900853,567.8380283902162
ALCALDIA MUNICIPAL SAN PEDRO DE URABA,14579.852044000001,18132.1101994217,-918.7628974930492,445.5483474751975
ALCALDIA MUNICIPAL SARDINATA,9648.54981,19374.256385206478,-1409.3976386004108,302.4726125629718
ALCALDIA MUNICIPAL TAUSA,12237.20658,14774.260107047752,-255.83425223834664,351.95033245048154
ALCALDIA MUNICIPIAL DE SIMACOTA,9068.794509000001,9507.71731304598,-262.00294408262,339.31099966025005
ALCALDIA MUNICIPIO CARMEN DE CARUPA,3392.5457570000003,5648.077537747717,-297.9286765342337,136.75463759224778
ALCALDIA MUNICIPIO CARTAGENA DEL CHAIRA,1049.415333,542.3134696687152,1.4381796810749794,6.283084359025095
ALCALDIA MUNICIPIO DE ANGELOPOLIS.,3302.5240790000003,4072.2604332142655,-80.03607552677424,85.59070234028431
ALCALDIA MUNICIPIO DE ANOLAIMA,6471.355693,7561.498302825679,-174.57511378905622,223.04626035545266
ALCALDIA MUNICIPIO DE ANORI,3501.3216140000004,3956.2898641422685,-24.058197134792525,119.07649053299582
ALCALDIA MUNICIPIO DE APARTADO,32821.920928,34952.43785544567,-360.66569257158034,787.9896800799488
ALCALDIA MUNICIPIO DE ARAUCA,19667.660805,20005.53500974509,-719.8523123053278,563.1429272026718
ALCALDIA MUNICIPIO DE ARCABUCO,6005.338982,9044.606856810375,-293.5562065147799,102.37145848500752
ALCALDIA MUNICIPIO DE ARGELIA,274.69256399999995,355.72304616829945,-2.9420790722512535,2.470752643681209
ALCALDIA MUNICIPIO DE BOSCONIA,388.75185600000003,571.2702359104181,-0.4694984142028587,0.6805043070035962
